タイトル	概要	データのタイトル	データの識別子	著作のタイトル	著作の責任	著作の時期	著作の年	著作の構成	バージョンの責任	バージョンの成立時期	バージョンの成立年	バージョンの技法	バージョンの大きさ（縦×横）	バージョンの行字数	資料化の技法	外題	数量	装訂	大きさ（縦×横）	印記	出所	状態	請求記号	原簿番号	付加的記載	参考文献	資料化の時期	資料化の年	バージョンの成立場所	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
八旗氏族通譜 二十五 二十六 [G30495-13]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/56c5a740-afcd-4e01-a5e0-e4a05f477257.json	56c5a740-afcd-4e01-a5e0-e4a05f477257	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/56c5a740-afcd-4e01-a5e0-e4a05f477257	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d381ad12ff703dac51ab811feb6935cddf109d6c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186455	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-13		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186455/manifest					83
八旗氏族通譜 二十七至二十九 [G30495-14]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9e089630-6632-4431-949e-82f6531d29e1.json	9e089630-6632-4431-949e-82f6531d29e1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/9e089630-6632-4431-949e-82f6531d29e1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9e0db2eec17157bc737106da27bc8efbaa27023c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186456	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-14		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186456/manifest					90
八旗氏族通譜 三十至三十二 [G30495-15]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0796d191-7711-4d47-b31e-aef4acc0d2e1.json	0796d191-7711-4d47-b31e-aef4acc0d2e1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/0796d191-7711-4d47-b31e-aef4acc0d2e1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cb03f2e53f3a47a3256bc4f439b34b88181652e7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186457	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-15		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186457/manifest					86
八旗氏族通譜 三十三至三十六 [G30495-16]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9004b190-903b-4f08-aa86-6ea4aae4e62c.json	9004b190-903b-4f08-aa86-6ea4aae4e62c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/9004b190-903b-4f08-aa86-6ea4aae4e62c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/115b7ce43354160ed179216ccc1e5d778994ef2c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186458	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-16		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186458/manifest					78
八旗氏族通譜 三十六至三十九 [G30495-17]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12d7efde-a52d-44b1-9486-9c260c9a9ef9.json	12d7efde-a52d-44b1-9486-9c260c9a9ef9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/12d7efde-a52d-44b1-9486-9c260c9a9ef9	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/17b01759cb897198429ef0eca3e0bbe9e41cf543.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186459	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-17		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186459/manifest					85
八旗氏族通譜 四十至四十三 [G30495-18]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/39cdaf46-21bc-459a-83d9-6a00593a3f2e.json	39cdaf46-21bc-459a-83d9-6a00593a3f2e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/39cdaf46-21bc-459a-83d9-6a00593a3f2e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f7d90d4b2685b8d61bb63748a9f4c2e60b7961e9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186460	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-18		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186460/manifest					85
八旗氏族通譜 四十四至四十六 [G30495-19]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7c3b0e60-9b03-4491-8916-b32605390d08.json	7c3b0e60-9b03-4491-8916-b32605390d08	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/7c3b0e60-9b03-4491-8916-b32605390d08	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1710170421eb2716be879462abbb43669e5d750a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186461	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-19		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186461/manifest					73
八旗氏族通譜 四十七至四十九 [G30495-20]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d441e875-20b7-4707-9dbe-da6fae2643c6.json	d441e875-20b7-4707-9dbe-da6fae2643c6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/d441e875-20b7-4707-9dbe-da6fae2643c6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/490dc7b63012dd4c4c8b82b3774516fbd070d176.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186462	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-20		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186462/manifest					70
八旗氏族通譜 五十 五十一 [G30495-21]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b060b878-e4af-4cf4-a410-6dba4f92a1b9.json	b060b878-e4af-4cf4-a410-6dba4f92a1b9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/b060b878-e4af-4cf4-a410-6dba4f92a1b9	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60d377dc3cb4e5a8bb663870dd007314ec78af58.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186463	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-21		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186463/manifest					57
八旗氏族通譜 五十二至五十四 [G30495-22]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fa51a51e-3393-406c-96c3-c62faa7ce642.json	fa51a51e-3393-406c-96c3-c62faa7ce642	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/fa51a51e-3393-406c-96c3-c62faa7ce642	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/760f15e67a18553bcc47fd5453e4ec825ce741f8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186464	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-22		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186464/manifest					78
八旗氏族通譜 五十五 五十六 [G30495-23]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7878d837-d500-4a8d-bcbe-599faf1481b5.json	7878d837-d500-4a8d-bcbe-599faf1481b5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/7878d837-d500-4a8d-bcbe-599faf1481b5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/30d43efdbe82e261d6a244f3a462c8b3cf5e313c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186465	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-23		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186465/manifest					61
八旗氏族通譜 五十七 五十八 [G30495-24]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e26a46f4-2868-4677-8f15-a32fd50ddbf1.json	e26a46f4-2868-4677-8f15-a32fd50ddbf1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/e26a46f4-2868-4677-8f15-a32fd50ddbf1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4bce821e33dfcd5bb5d71004399672492e2f6209.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186466	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-24		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186466/manifest					72
八旗氏族通譜 五十九至六十三 [G30495-25]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7d4f0259-f190-4d61-ba53-3ba1fead3790.json	7d4f0259-f190-4d61-ba53-3ba1fead3790	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/7d4f0259-f190-4d61-ba53-3ba1fead3790	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/36dc71667642567b9ef2ab073d796afaee748f1d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186467	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-25		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186467/manifest					87
八旗氏族通譜 六十四至六十六 [G30495-26]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d273af0a-6c99-41e5-8918-1ab5b08f75c8.json	d273af0a-6c99-41e5-8918-1ab5b08f75c8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/d273af0a-6c99-41e5-8918-1ab5b08f75c8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ff19896a74d8cc46b26eaa4d2a659df69557ff92.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186468	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-26		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186468/manifest					72
八旗氏族通譜 六十七 六十八 [G30495-27]	中国清時代に刊行された満文書籍。	八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷	G30495	(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe	(清)弘昼奉勅撰	(清)乾隆9年12月3日	1745年	首巻, 80巻				木版	(内框)19.3×13.1cm	10行	印本	八旗氏族通譜	32冊	線装, 四針眼釘法	27.2×17.2cm	東京帝国大学図書印	東京大学総合図書館所蔵		G30-495	B33491		多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/69a7ccbf-84f6-4b30-ac15-edc924c93a0c.json	69a7ccbf-84f6-4b30-ac15-edc924c93a0c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/69a7ccbf-84f6-4b30-ac15-edc924c93a0c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5aadf74e3774bab6759f0404c8da20335e1bc9f3.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186469	東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		漢籍・碑帖拓本資料	G30495-27		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186469/manifest					70
